JobName,WorkPlace,WorkKind,JobID,JobDescribe,JobRequire
[广告投放工程师-穿山甲],杭州,研发 - 后端,A77604A,"1、设计与实现高可用的广告投放系统，承载高并发、低延迟的广告投放需求；
2、实现与优化针对不同广告位置的投放策略，不断提高流量变现效率；
3、优化广告召回、排序、竞价、流量优选等核心算法工程策略；
4、基于产品的发展趋势和系统的技术挑战，设计相应的系统架构，支持字节跳动广告业务长期增长；
5、跨团队协作，设计和实施复杂项目的解决方案，共同完成创新广告产品的研发工作。","1、熟悉Linux平台上的python/golang/C++/java语言编程，对高并发处理有丰富的经验；
2、掌握分布式系统原理，对存储、队列、计算、集群管理中的一项或多项有深入的理解和认识；
3、熟悉计算机和网络原理，熟悉操作系统原理，对常用工作语言的基础库有着源码级别的熟悉程度；
4、抽象问题能力强，处理紧急事务思路清晰，具备生产系统快速 trouble-shooting 的经验和能力；
5、熟悉计算广告，对商业变现领域有深刻了解者优先。"
[策略产品经理-客服平台-LLM算法模型],北京,产品 - 产品经理,A14659,"1、协同算法、业务和平台产品进行高效决策，产出国际化电商客户服务环节中各产品模块的模型策略；
2、建立机制，定期进行案例分析并产出优化方案，完成算法策略规则的定义与相关需求产出，并长期迭代；
3、为业务发展、算法模型迭代、管理辅助等提供策略和工具支持，包括分析归因、行为洞察、业务洞察等工具或平台，统一各方认知，保证策略的良好运行与迭代；
4、协调各部门资源，推进需求最终落地。保证策略的有效性、稳定性、高效性；
5、本科以上学历，英语可作为工作语言，具备熟练的英文听说读写能力，乐于与外籍友人交流。","1、本科及以上学历，数学、统计学、计算机相关专业优先，有扎实的数理统计基础；
2、有3年以上产品策略制定的工作经历，掌握常用统计分析方法，精通SQL，擅长Python或R；具备良好的数据可视化及文档撰写能力，有较强的数据分析能力，能够通过数据分析推动产品发展；
3、熟悉机器学习/数据挖掘等领域的基础理论和前沿应用，理解算法和策略思想，熟悉A/B Testing流程，有推荐、广告、增长营销等相关方向数据科学与分析经验者优先；
4、本科以上学历，英语可作为工作语言，具备熟练的英文听说读写能力，乐于与外籍友人交流。"
[业务架构高级工程师-上海],上海,研发,N2068,"1、负责/参与海外短视频相关业务架构的研发工作，支撑全球化产品持续迭代；
2、深入发掘和分析业务及架构需求，撰写技术方案与设计，持续优化系统；
3、新技术研究和应用，参与/推动适合的技术应用于生产，解决业务的实际问题。","1、本科及以上学历，计算机、软件、通信类相关专业，熟悉常见的数据结构和算法；
2、熟练掌握一门及以上编程语言（Java/Golang/Python等），具有良好的编码习惯和代码风格；
3、熟练掌握一种及以上数据库、消息中间件、框架, 了解其基本的实现原理与应用场景；
4、有大规模分布式系统研发经验，了解微服务架构的技术挑战，熟悉常见的业务架构设计理论；
5、有良好的业务理解和抽象能力，擅于分析和解决问题；
6、较好的团队协作和沟通能力，积极乐观，强烈的责任心和自我驱动力。"
[数值策划（航海王热血航线）- ZERO36工作室],上海,游戏策划,A73690,"ZERO36工作室旗下有《航海王热血航线》、《花亦山心之月》、《初音未来:缤纷舞台》多款项目...
ZERO，是从0开始，是不念过往，不畏将来；是回到原点，对知识诚实；是一切开始的基础。
36，如果加上°C，即为人体的温度，在这个动不动就""沸腾""、""燃烧""的浮躁之夏，戒骄戒躁保持初衷，用""温度""拉齐大家的目标和价值观，做有温度的产品，有温度的运营，成为一个有温度的团队，欢迎加入我们！

1、根据游戏运营情况，对游戏各个玩法和养成系统的数值设计进行持续优化，并对长期投放进行设计规划，以及配置落地；
2、协助参与商业化数值规划和投放；协助参与战斗数值设计和配置；
3、负责对用户行为、反馈进行数据分析，有总结的输出建设性优化方案。","1、本科及以上学历，3年以上数值策划经验，在长线运营的游戏做过数值设计和投放经验优先；
2、逻辑思维能力强，有优秀的文字和语言沟通表达能力；
3、对UE/UI有深入理解；
4、有数值思维和较强的数据分析能力；
5、熟悉市面上各种主流品类的游戏系统，能深入分析行业游戏系统的核心设计思路和方法论；
6、游戏面广泛，对市面上主流ARPG类游戏和竞技类游戏都有所涉猎。"
[AI交付工程师-飞书智能伙伴创建平台],成都,产品,A236542,"1、深刻理解客户需求，为客户提供技术方案咨询、系统集成规划等专业服务(AI+非AI)；
2、结合具体业务场景，基于飞书智能伙伴搭建平台的能力与技术，提供技术实施方案；
3、负责技术开发方向，包括页面组件开发、业务逻辑实现；
4、总结优秀实施案例和提炼交付指引，进步完善技术实施方案,加强内部知识共享。","1、本科及以上学历，计算机、软件工程相关专业；
2、计算机基础扎实，熟练掌握Javascript/Typescript/Golang至少一种语言；
3、理解组件化开发思想，有一定的设计能力，熟悉最少一种前端MVVM框架；
4、了解常见的后端技术栈和工具，有多角色协作完成项目的实践经验；
5、掌握Oracle、Mysql等关系型数据库，熟悉常用的SQL优化方案；
6、具有良好的沟通能力、表达能力、学习能力及文档编写能力；
7、有强烈的客户服务意识、业务需求分析与解决问题的能力。"
[后端开发工程师-飞书开放平台（北京/杭州）],北京,研发 - 后端,A217640,"1、负责飞书对外开放基础平台的研发，包括针对API、Event、RTM等产品形态的全生命周期管理平台，以及运行时保障飞书能力高质量对外开放；
2、深度参与飞书各个业务能力开放，输入办公协同业务的方方面面，参与整体的横向架构设计和实施；
3、提供开发者在多端多场景下应用全生命周期管理的能力包括而不限于构建、分发、管理、监控、运行等；
4、面向开发者提供完备的开发者工具，让开发者高效、高质量构建飞书应用；
5、建立完整的质量保障体系以及SRE体系保障业务稳定运行。","1、丰富的Linux系统下的开发经验，有实际线上系统的运维问题处理经验；
2、良好的设计和编码习惯，追求极致，有工匠精神；
3、熟悉常见的设计模式并能熟练运用；
4、熟悉并能合理运用后端研发常用技术包括而不限于：存储、缓存、消息、搜索、微服务等。"
[大客户广告销售—酒旅政务],南京,销售,A50254,"1、负责本地大客户的开拓与维护工作，整合政务/景区/旅行社/外旅局/航司/游轮/酒店等目的地资源，提升广告收入；
2、建立与客户的深度合作关系，关注客户投放的效果，解决销售过程中的各种问题和挑战；
3、定期进行客户拜访与电话回访，收集一线产品信息与建议；
4、不断开发相关行业新客户，协调内外资源完成销售目标。","1、本科及以上学历，3年以上互联网目的地营销经验或B端销售经验；
2、有广告销售经验者优先，了解旅游行业，并在旅游行业有一定客户积累且对旅游充满热情；
3、有电商广告、直播投流经验者优先；
4、开朗、外向，有较强的沟通能力，具备良好的客户开拓、服务能力，优秀的销售、谈判以及口笔表达交流的技巧；
5、能适应工作压力，敢于面对挑战，有良好的客户群体关系；
6、具有敏锐的市场洞察力，超强的执行力。"
[国际支付-数字金融资金产品经理],北京,产品 - 产品经理,A79670,"1、面向数字金融行业，建设和规划与商业化业务模式相匹配的资产管理产品，搭建资产转让平台支持各种资产处置策略；
2、持续迭代升级系统功能，支持不同银行，不同AMC，不同交易模式下的业务需求等平台服务；
3、熟悉金融类业务，包括但不限于基金理财、信贷、保险等行业，根据资产风险、行业趋势和最佳实践、业务需求和竞争对手策略制定切实可行的产品开发和优化计划；
4、充分协同好BD、风控、中台、法务、合规、财务等团队， 并负责产品或项目落地过程中的跟踪与汇报，结合业务发展需求与思路，支撑产品验收与交付相关工作顺利进行，能够及时发现并反馈并主导解决产品生命周期中的各项问题与风险。","1、 有较强的的抽象和框架提炼能力，能够深度分析和理解用户需求，逻辑性强，有目标感，喜欢不断挑战；
2、 业务知识扎实，熟悉资产转让业务，独立负责过该领域相关产品完整链路的规划与详细设计，有金融科技领域产品设计或架构设计经验，或输出过完整行业解决方案者优先；
3、 3年以上金融科技类产品经理相关工作经验，或者互联网信贷业务产品经验，熟悉信贷业务各种模式、熟悉基本的信贷风险管理过程及相关方法理论；
4、 良好的商业意识，深入、全局的思考能力和优秀的逻辑能力，高度的商业敏感性与业务理解和逻辑能力，将各种需求抽象成产品架构的能力，并通过契合的产品设计解决合规或商业问题，保障业务持续发展和产品的行业领先；
5、英语听说读写流利。"
[高级用户运营专家（社群方向）-国际化音乐],上海,运营,A153651,"1、负责构建和管理社群运营策略，以增强用户参与度和提升品牌忠诚度；
2、策划并执行社群活动，包括但不限于线上讨论、竞赛、研讨会等，以提高用户活跃度；
3、分析社群数据，识别用户行为模式和需求，为产品迭代和市场策略提供依据；
4、对社群用户进行分层，通过线上及线下活动运营及产品的手段进行用户生命周期的干预；
5、维持社群健康/良性的氛围，引导社群内舆论。","1、3年以上社群运营相关经验；
2、熟悉Suno/Udio等AIGC音乐产品者优先；
3、爱好音乐，有AIGC社群/群组维护及运营经验者优先。"
[资深创意视觉设计师-直播国际化],深圳,设计 - 视觉设计,A111495,"1、负责创作国际化短视频直播产品功能运营视觉设计，如教育/大型活动，产出创意，制定风格和设计提案，把控落地；
2、参与重点产品功能视觉设计；
3、理解娱乐、直播业务，了解运营玩法，挖掘业务创新点，协同产品、运营、设计、研发，推动项目落地；
4、洞察海外用户习惯与审美倾向，定义设计风格，提炼创意方法；
5、了解提效方法，沉淀运营设计规范与素材，管理把控供应商流程、产出质量等。","1、五年以上互联网设计经验；
2、良好的国际化审美，了解前沿设计趋势；有系统的视觉、运营、产品、品牌等设计专业能力和理论知识；
3、良好的沟通合作能力，积极主动，具备对接业务上下游与复杂项目管理、推动能力；
4、有海外留学或相关设计工作背景、流畅使用英语者加分。"
[后端研发工程师 - 车后 - 懂车帝],北京,研发,A45354A,"1、负责懂车帝车品、车服务、车电商相关工作，解决业务核心系统的架构优化和业务实现问题；
2、针对用户侧各种场景进行架构和流程优化，设计与实现高可用的业务系统，承接高并发、低延迟的用户侧需求；
3、负责针对多个产品广泛共用的能力进行抽象、开发及架构工作；
4、产出高质量的技术方案和代码，不断优化多个产品 广泛使用的底层能力和技术组件；
5、负责开发高可靠性，高性能的分布式架构，为产品高效迭代做保障。","1、本科及以上学历，计算机、通信等相关专业；
2、扎实的编程能力，有优秀的设计和代码思维，对解决具有挑战性问题充满激情；
3、深刻理解计算机原理，有良好的数据结构和算法基础；
4、熟悉MySQL、NoSQL、消息队列等常用Web组件；
5、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技；
6、有高并发服务设计和实现经验优先、有较好的产品意识优先、有互联网C端相关的开发工作优先；
7、有电商、交易类等相关经验优先。"
[资深测试开发工程师（AI智能化方向）],杭州,研发 - 测试,A247179,"1、负责飞书AI应用搭建产品相关功能的质量保障工作，基于算法和工程团队现有质量问题给出合理化的解决方案，推动落地提高质量和效率；
2、持续完善现有评测机制和自动评测能力，协同研发团队全面优化产品效果；
3、积极参与质量体系规划和建设，负责设计、开发质效工具，推动测试技术、工具平台的突破创新。","1、对AIGC技术有深入的理解和实践经验，如机器学习、自然语言处理、计算机视觉等；
2、扎实的编程基础，熟练使用 Python/Go/Java 其中一种语言，可进行相关开发；
3、良好的数据敏感能力、较强的逻辑分析能力、良好的技术洞察力拥有技术激情；
4、具备创新意识、快速学习和协同落地能力、积极主动、自我驱动力强；
5、有AI相关应用测试开发和评测经验者优先。"
[后端开发工程师-飞书开放平台（北京/杭州）],杭州,研发 - 后端,A91536,"1、负责飞书对外开放基础平台的研发，包括针对API、Event、RTM等产品形态的全生命周期管理平台，以及运行时保障飞书能力高质量对外开放；
2、深度参与飞书各个业务能力开放，输入办公协同业务的方方面面，参与整体的横向架构设计和实施；
3、提供开发者在多端多场景下应用全生命周期管理的能力包括而不限于构建、分发、管理、监控、运行等；
4、面向开发者提供完备的开发者工具，让开发者高效、高质量构建飞书应用；
5、建立完整的质量保障体系以及SRE体系保障业务稳定运行。","1、丰富的Linux系统下的开发经验，有实际线上系统的运维问题处理经验；
2、良好的设计和编码习惯，追求极致，有工匠精神；
3、熟悉常见的设计模式并能熟练运用；
4、熟悉并能合理运用后端研发常用技术包括而不限于：存储、缓存、消息、搜索、微服务等。"
[用户增长策略产品经理-抖音电商],北京,产品,A69732A,"1、负责抖音电商整体用户增长，对电商用户规模的持续快速增长负责；
2、以用户规模增长目标为导向，通过数据分析及用户研究，明确产品增长核心方向及手段；
3、挖掘不同场景及不同层级用户的动机及诉求，并针对性进行精准有效的产品功能设计，促成用户转化；
4、分析业务运营情况，依据数据及行业洞察、用户分析及需求挖掘为产品进行优化迭代；
5、关注行业最新增长模式，结合业务特点，不断推陈出新。","1、3年及以上互联网用户增长相关经验；
2、较强的数据及业务分析能力，善于通过数据分析发现问题并制定相应策略；
3、熟悉互联网的产品用户增长渠道和增长方法，有主导完成的成功增长案例；
4、逻辑清晰，良好的沟通能力和资源整合能力，对业务和商业有自己的思考和理解。"
[国际电商-商家产品经理],上海,产品,A48103A,"1、深入挖掘卖家需求并输出产品策划，包括但不局限于商家入驻、成长、支付结算等模块；
2、根据业务发展及数据效果不断迭代，为商家提供便捷好用的操作平台；
3、跨部门沟通协作，高质量推进团队工作，共同达到项目目标；
4、结合不同国家情况，完成差异化设计。","1、逻辑严谨，数据分析能力强，有系统的产品思维架构；
2、善于跨部门沟通协作，抗压能力强，有主人翁意识，具备大型项目实践经验者优先；
3、英语口语与书写能力优秀，可作为工作语言，有海外经验者优先；
4、3年及以上产品经验，有电商后台、供应链产品经验者优先。"
[IT 在线服务中心 - IT 二线运维工程师 (网络运维方向）],上海,职能 / 支持 - IT支持,A172715,"1、负责字节跳动IT办公网络运维、系统运维管理工作，包括园区、骨干、线下相关场景；
2、负责字节跳动IT办公网络、系统等故障的响应和解决、日常维护操作，包括但不限于日常告警、业务咨询、一线小组升级的报障工单等；
3、负责优化工作细节，诸如流程优化、流程自动化等方式提高工作效率；
4、负责历史工单整理及FAQ文档编写；
5、负责协助SME团队完成架构迭代及标准迭代，相关需求研究、方案设计、方案落地。","1、本科及以上学历，网络通信、计算机、通信工程等相关专业，3年以上网络运维工作经验；
2、了解TCP/IP模型，熟悉相关协议栈，如IPV4/IPV6、TCP/UDP、NAT、DHCP、DNS，熟悉常见VPN，如：ipsec/GRE/SSL VPN的原理和使用；
3、熟悉交换&路由等相关协议栈，包括但不限于IEEE802.3/STP/OSPF/BGP/VXLAN等；
4、深入了解无线网络通信原理，熟悉Aruba等无线产品；
5、了解SDN/SDWAN相关场景，能较快学习不同厂商的产品并使用，具备相关运维经验者优先；
6、具备大型园区有线或无线网络规划、部署以及运维经验者优先；
7、具有CCIE、HCIE等高级网络认证或同等能力人员优先；
8、熟悉Python等编程语言，有自动化开发经验者优先；
9、有一定抗压能力，能适应倒班、调休制度，能够适应工作时间特殊性；
10、具有良好的服务意识，优秀的沟通能力，良好的英语读写能力，英语可作为工作语言者优先；
11、有GOC or GNOC的相关工作经验优先。"
[创意平台产品运营],上海,运营 - 商业运营,A209435,"1、负责国际化广告业务创意平台产品运营工作，协同策略团队完成相关创意产品功能的测试、上线推广等；
2、建立和优化创意各方的沟通机制和合作流程，推进协作团队优化并解决销售或客户痛点问题；
3、与广告体验/销售/C端运营等相关团队密切合作，不断提升合作业务线；
4、建立长效监控机制，通过专项数据统计分析，针对异常情况进行跟踪和深入分析，并推动解决。","1、本科及以上学历，3年以上产品运营工作经验，有互联网广告行业从业经验，同时具备AIGC相关从业经验者优先；
2、拥有较强的业务理解能力，能够站在客户视角想问题，善于倾听，善于平衡客户体验和运营需求；
3、有一定的数据分析能力，可以从数据中发现问题并给出解决方案。"
[抖音短剧策略运营岗],北京,运营,A231401A,"1、负责平台版权影视节目安全业务，支撑平台版权业务平稳运转；
2、制定流程策略，以目标为导向，协调资源推动策略上线，与运营、编辑团队对接，有效推进安全策略类工作落地；
3、高效响应各类风险事件，准确研判事件性质、制定处置方案、统筹各方妥善处置；
4、熟悉内容生态，负责重大安全议题保障工作，有效沉淀安全管理机制与方法论；
5、通过指标、态势监控，及时掌握风险变化，对潜在风险特征进行挖掘分析。","1、熟悉网络舆论环境及尺度，对版权内容行业有敏锐的洞察力，有良好的内容判断力和风险预见能力；
2、具备优秀的产品思维和解决方案能力，逻辑清晰、数据分析能力强；
3、文字功底强、具有敏锐的洞察力，能够快速提炼核心信息、下钻深入分析；
4、自驱力、责任心强，有良好的表达能力、跨部门沟通能力及抗压能力。"
[部门负责人（长尾商家业务）-生活服务],成都,销售 - 销售,A116683,"1、带领200-250人业务团队，负责平台存量中小商家在抖音的线上运营服务；
2、负责团队业绩管理，结合基建、商品、内容、产品及营销活动适配等基础业务动作，通过目标拆解、过程跟踪与流程制度优化，确保团队成员完成动销商家数、存量商家GMV提升、商家满意度等业绩目标；
3、负责团队服务效率提升及商家自运营能力提升，带领团队打造标杆案例和行业内各细分类目通用方法论，推动系统产品、商家产品、智能产品功能完善及优化；
4、负责及时反馈有关市场及行业情况，为调研分析、产品优化、业务决策等提供信息和数据支持，改善中小商家在抖音的经营环境；
6、负责团队建设与人才培养，以身作则践行企业文化及领导力原则，营造团队良好氛围、做到人员差异化管理，持续培养、输出专业人才和管理人才。","1、本科以上学历，5年及以上生活服务相关行业工作经验；
2、5年及以上团队管理经验，有百人以上团队管理经验或多层级团队管理经验，具备成熟的管理思考及团队培养方法论；
3、有丰富的跨团队、部门的资源整合能力，擅长组织内外部资源推进业绩结果的达成；
4、强商业思维，强数据敏锐度及执行力，善于洞察行业机会点并转化为有效业务动作；
5、愿意接受挑战与变化，有创业精神，适应创业公司快速发展、简单开放的工作风格，具备一定的创新能力。"
[Global Selling-招商培育（数码3C）],珠海,运营,A187360,"1、负责跨境3C数码家电家装工具汽摩配等行业招运工作，根据货品策略和行业趋势快速聚焦商家资源，制定优质供货商/商家的招商规划和策略，从优质商家和商品数两个维度高效完成寻源及招募任务； 
2、结合内容电商平台的特点及发展方向，提升商家对平台合作意愿，与商家进行合作洽谈与签约，负责跟进商家前期入驻的各项工作，确保入驻工作顺利完成； 
3、帮助新入驻的优质商家快速落地和发展，引导商家做好货品供给规划，与商家保持后期良好的沟通和合作，配合协同部门完成每月的企划上新任务； 
4、积极开展市场调查和商家分析工作，积极提供有效商业信息并拿到结果。","1、本科及以上学历，有3年以上相关类目招商或运营经验； 
2、成熟的BD经验，熟悉跨境3C数码家电家装工具汽摩配等品类，有一定的商家和产业带资源； 
3、商务沟通和学习能力强，能通过数据对行业动向和项目管理有分析结果，及时调整招商和商家运营策略； 
4、结果导向，较强的自我驱动和责任心，具有良好的团队合作精神及优秀的组织协调沟通能力。"
[Global Selling-行业买手（美妆个护/运动户外/玩具/宠物/母婴）],深圳,运营,A237357,"1、负责行业（美妆个护，运动户外，母婴宠物和玩具品类等）选品工作，针对目标企业的需求，结合平台的特点及发展方向，找到双方的共同利益点，提升品牌商家对平台合作意愿；
2、根据公司的各品类产品规划要求，制定详细的开发计划并执行，推动商品上新并落地；
3、积极开展市场调查、商家分析工作，并及时反馈市场信息，提供有效的商业信息；
4、负责与商家保持后期良好的沟通和合作，配合协同部门完成每月的企划上新任务。","1、本科及以上学历，有3年以上相关类目品类运营经验；
2、熟悉美妆个护、运动户外、母婴、宠物和玩具品类，对相关类目产业带、产品价格、品牌熟悉，有一定商家资源；
3、数据分析能力强，能通过数据对于行业动向、项目管理有分析结果、归纳总结；
4、商务和沟通能力强，具备较好资源拓展能力，能有效调动商家资源；
5、学习能力、执行力强，自驱，善于团队协作。"
[视频生成算法工程师-ByteDance Research],北京,研发,A211763,"团队介绍：ByteDance Research专注于人工智能领域的前沿技术研究，涵盖了机器翻译、视频理解基础模型、机器人研究、机器学习公平性、量子化学、AI 制药、分子动力学等多技术研究领域，同时致力于将研究成果落地，为公司现有的产品和业务提供核心技术支持和服务。

1、建设大规模的视频生成基础模型，取得世界领先水平；
2、进行视频生成相关的算法的设计和效果迭代，提升视频生成的效果。","1、有视频生成、图片生成、多模态预训练、视频理解、图片理解，其中一个或者多个领域的算法开发经验；
2、优秀的代码能力，熟练掌握 pytorch，能复现算法，并且能有针对性地优化；
3、优秀的团队合作能力和持续学习能力，能在团队合作中高效推进项目进展。"
[行业产品经理高级专家-生活服务],北京,产品,A207304,"1、能对本地生活行业生态开展深度分析，梳理商业模式、产业链条，敏锐洞察行业机会点与风险点，并通过定量、定性等多种手段，对业务方向开展研究，产出对业务有价值的洞察判断，协助业务制定关键决策；
2、对本地生活行业商家的经营业态、供需关系等商业模式有一定的理解，找到关键驱动要素，基于分层/品类等视角不断完善线上经营场景及价值，实现行业线上化率的增长；
3、核心面向大小单体及中等连锁商家，通过调研分析经营痛点、挖掘业绩增长机会点，基于经营场景输出解决方案，协同多团队完成产品能力建设及迭代，带领团队为解决方案的落地效率、效果收益、规模渗透及使用体验等指标负责。","1、本科及以上学历，具有5年及以上产品经理经验，有本地生活相关行业B&C端产品经验优先；有2年及以上的管理经验优先；
2、善于洞察和总结，具备较好业务数据分析能力，能够根据数据表现和反馈及时调整产品策略；
3、具备较好的目标拆解落地能力，能清晰定义问题、寻求多种解决方案，能够保持高效的执行力及工作节奏；
4、表达有逻辑，做事有条理，有较强的沟通和跨团队协作及项目管理能力，有效推动问题的解决。"
[达人增长产品经理],北京,产品,A40929,"1、负责抖音场景下汽车类目达人的招募、成长、撮合、变现等路径相关的产品规划和项目执行；
2、深入理解汽车内容，了解短视频与直播场景各环节的内容策略；
3、数据敏感，善于观察业务链路，以实验和数据驱动运营和产品，实现快速迭代优化；
4、能独立负责全链路产品，理解后台产品建设与对应用户产品模块。","1、3年以上互联网产品工作经验，平台类、增长类、策略类产品经验加分；
2、有成熟的用户增长方法论，思路开阔，好奇心，愿意研究，能够提供创造性的解决方案；
3、较好的数据分析能力，尊重目标，能够通过可验证的方式方法解决问题并评估效果；
4、较强的结果导向思维，抗压能力强。"
[高级抖音作者产品经理-数据方向],北京,产品,A253750,"1、负责面向抖音创作者的产品工作，可以针对不同阶段不同垂类作者诉求，建设通用稳定的产品解决方案；
2、能洞悉视频行业发展与内容创作者需求，从用户视角建设数据应用解决方案，数据驱动帮助作者经营成长；
3、深入协同运营、风控、数据等团队，做好作者牵引需求在创作者平台的产品解决方案中落地；
4、负责组织协调研发、设计、运营和推荐等各业务资源，提升迭代效率并对项目进度和结果负责。","1、本科及以上学历，有2年以上内容平台、B端平台经验优先；
2、有较好的需求抽象能力和产品设计能力，参与过数据产品的搭建优先；
3、良好的信息获取和提炼能力，能够对复杂业务需求进行抽象，持续发现机会和问题并推进解决；
4、具备优秀的跨部门沟通能力，能够主动、积极协调各方资源推动项目落地。"
[大客户销售经理-餐饮],上海,销售,A164135,"1、负责生活服务餐饮大客户销售团队的管理工作；
2、带领团队负责餐饮行业大型品牌商家在本地生活服务的各项商务事宜，包括商务谈判、资源投入发掘、资源分配等，提升抖音生活服务份额占比；
3、指导销售与商家保持深度合作关系，优化商家的商品情况，提升门店经营效果和指标，达成既定的销售指标，包括但不限于销售额；
4、全国餐饮连锁品牌的市场规划、策略制定及实施，挖掘增长机会点和重大项目拓展，联合商户打造营销事件；
5、整合内外部资源，包括大促、数据协同、品牌门店赋能等增值服务方案等。","1、本科及以上学历，5年以上互联网大客团队管理经验；
2、有交易属性经验者或平台型企业经验者优先，深耕餐饮行业并有一定客户积累，沉淀过完整的餐饮行业方法论；
3、有较强的项目管理能力，对外协同意识强，能对复杂的事情有判断；
4、有敏锐的市场洞察力，良好的客户群体关系，具备较强的商务谈判能力和整合营销能力；
5、能适应工作压力，敢于面对挑战。"
[游戏测试开发工程师-绿洲],北京,研发 - 测试,A179709,"1、负责项目安全质量保障，完善业务安全质量保障体系；
2、负责游戏安全、接口自动化、性能采集、数值分析等方向的工具平台开发和方法沉淀；
3、解决测试过程中遇到的复杂技术问题，负责关键专项技术建设，开发相关工具或服务提高测试效率。","1、本科及以上学历，计算机或相关专业优先，2年以上测试开发或开发经验；
2、具备扎实的编程和算法基础，熟练掌握至少一种以上编程语言：Java、C#、C++、Python、Lua等；
3、具备很强的学习能力、分析能力和解决问题的能力，善于沟通与协作，具备良好的团队协作和技术攻关精神；
4、有测试工具开发经验者优先：如接口自动化框架、客户端性能工具、安全测试工具等；
5、有安全测试、接口测试经验优。"
[国际化策略产品运营],上海,运营,A138263,"负责国际化短视频/图像/音频等内容安全的策略制定、产研协作、全球策略的推广。

1、识别系统优化点，制定策略，并与算法、产品、工程和前线团队合作实施策略；
2、更好地管理内容风险，提高内容质量和效率；
3、规划任务识别、负责运营团队的能力模型识别，建立任务分配机制，推动端到端实施，确保与上游工程和算法团队以及下游前线团队的有效沟通。","1、在策略、供需资源匹配、系统智能和大型模型B端应用方面有丰富的经验；
2、证明有能力通过策略、模型、算法和决策系统改善业务指标，简化决策流程，缩短业务流程；
3、拥有强大的实验设计和数据分析技能；
4、英语流利，能够将其作为工作语言使用；
5、有音频、视频/图像/内容质量评估经验者优先；
6、有数据分析、产品管理或战略运营经验者优先。"
[用户增长运营专家],北京,运营,A110162,"1、负责支付产品的拉新增长，为支付新用户规模负责；
2、深入洞察线上线下各行业趋势、业务痛点及用户需求，挖掘端内和端外场景的新用户增长机会点；
3、设计各类场景渠道合作模式方案，搭建服务于新客增长的商业模式、营销工具、C端/B端运营策略体系；
4、以数据驱动用户增长产品模式的持续改进，推动产品侧的迭代升级及转化率提升，落地新的增长玩法/场景。","1、本科及以上学历，3年以上互联网运营经验，有金融支付、电商、生活服务等相关行业的用户增长运营经验优先；
2、逻辑清晰，有敏锐的业务意识，较强的自驱力及韧性，以目标结果为导向，执行力强，有团队协作意识，能够积极推动业务合作落地，有业务协作、资源拓展经验者优先；
3、能够独立操盘项目，有较强的策略能力和数据敏感度，逻辑思维能力强，资源整合能力佳；
4、具有良好的沟通、谈判能力，跨部门共建能力，富有激情、创造性和责任心。"
[穿山甲商业化产品-流量策略方向],北京,产品,A22783,"1、负责穿山甲商业化流量分配效率的策略制定和优化，为结果目标达成负责；
2、与产品、数据、研发团队合作，追踪并优化流量定价、算力成本等平台成本模块，提高平台的成本利用效率；
3、以专项视角通过数据实现需求挖掘、实验、分析，提供定制化解决方案和策略，助力提收达成；
4、关注行业/竞品动态，能及时进行有效分析并制定相应策略，挖掘增长点。","1、本科及以上学历，计算机/数学/统计相关专业优先；
2、不少于1年岗位经验，熟悉商业化变现领域，有商业化策略、流量效率相关工作经验优先；
3、逻辑能力和数据分析能力强，有SQL能力，能够独立完成数据分析；
4、有良好的组织协调能力，能承压，聪明好学，有较强的进取心。"
[创意生产专家],北京,产品 - 产品经理,A196760,"1、深入了解广告生态及广告主需求，结合AIGC等新技术改变行业生产业态；
2、带领团队负责文本、图片或视频生成模型在广告场景的落地，为模型性能指标和相关业务指标负责；
3、以广告主体验为核心，对创作类产品有深度理解和热情，创新能力强、理解能力强；
4、设计通用和定制化的产品，通过投放平台、API等多种手段和形式提供服务；
5、及时了解行业趋势和新兴技术，推动创新，确保模型能力在行业内始终保持领先。","1、5年及以上AI产品相关工作经验，有策略或素材生产经验，熟悉生成模型的优化及评测方法；
2、计算机、统计、数据科学或者相关专业本科及以上学历优先；
3、良好的逻辑思维能力、数据分析能力、自驱力，擅长沟通及团队协作，具备强烈的好奇心；
4、具备优秀的跨团队协作能力，可以与研发、设计、数据科学等团队高效合作；
5、具备开阔的视野，敏锐的市场触觉，有主导创业项目或负责成熟公司创新业务线的经验，操盘新业务从0-1破局和早期的增长。
6、具备建设和领导小团队的经验，能够有效管理和激励团队成员。"
[抖音游戏产品经理-直播玩法方向],深圳,产品,A218483,"1、负责直播/视频场景下，游戏互动玩法的产品策划及设计；
2、深入挖掘各品类游戏的玩家需求，探索与内容场景相结合的新玩法，制定高可行性产品方案并推动落地和验证；
3、对验证期玩法，紧贴内容场景，持续提升玩法趣味性，为玩法效果和开启量负责；
4、对已验证玩法，制定产品迭代规划并推动落地，提升通用性&降低游戏厂商接入成本，为玩法效果和用户覆盖负责。","1、本科及以上学历，有直播行业经验优先；
2、善于处理复杂业务与项目，出众的需求分析能力，可清晰量化目标与价值；
3、对用户数据敏感，有良好的逻辑思维能力和拆解能力，学习能力较强；
4、热爱游戏行业，对新技术&新趋势敏感。"
